Alleged deployer of AI system,risk_domain,Entity,Intent,deployer_category,developer_category,frequency,year,month,log_expected_loss
"[""openai""]",2. Privacy & Security,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,3,5.6231548999827705
"[""turnitin""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,1,5.228972390475821
"[""jefferson-parish-sheriff's-office""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,unregulated_startup,101,2022,11,4.504761472425569
"[""openai""]",2. Privacy & Security,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,3,5.6231548999827705
"[""new-york-police-department"",""facial-identification-section""]","7. AI system safety, failures, and limitations",Human,Intentional,public_agency,freelancer_or_individual,101,2017,4,4.454578629872398
"[""starship-technologies""]","7. AI system safety, failures, and limitations",AI,Unintentional,unregulated_startup,unregulated_startup,76,2022,4,3.774347910310237
"[""amazon-fresh""]","7. AI system safety, failures, and limitations",Other,Unintentional,regulated_corporation,regulated_corporation,364,2022,5,5.228972390475821
"[""irobot""]",2. Privacy & Security,Human,Unintentional,regulated_corporation,regulated_corporation,364,2020,6,5.6231548999827705
"[""facebook""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2019,7,5.358791362346466
"[""australian-taxation-office"",""services-australia""]",2. Privacy & Security,AI,Unintentional,public_agency,public_agency,101,2023,3,4.928576575626765
"[""justine-hsu""]",5. Human-Computer Interaction,Human,Unintentional,freelancer_or_individual,regulated_corporation,53,2019,7,2.0217450592666797
"[""uber"",""amazon""]",1. Discrimination and Toxicity,AI,Intentional,regulated_corporation,regulated_corporation,364,2014,5,5.537957874467922
"[""amazon""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,4,5.228972390475821
"[""stability-ai""]",1. Discrimination and Toxicity,AI,Unintentional,unregulated_startup,open_source_community,76,2022,8,4.467903350044729
"[""transportation-security-administration""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,regulated_corporation,101,2017,9,2.9883393951165784
"[""us-citizenship-and-immigration-services""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,freelancer_or_individual,101,2020,6,4.454578629872398
"[""tesla""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2021,6,5.228972390475821
"[""facebook"",""meta""]",5. Human-Computer Interaction,Human,Intentional,regulated_corporation,regulated_corporation,364,2021,4,5.202311628313143
"[""mount-sinai-hospital"",""unknown""]","7. AI system safety, failures, and limitations",Human,Unintentional,academic_lab,academic_lab,32,2020,1,3.5586897390554655
"[""new-jersey-transit""]","7. AI system safety, failures, and limitations",Human,Unintentional,public_agency,public_agency,101,2012,12,4.5356481905260555
"[""jared-mumm""]",5. Human-Computer Interaction,Human,Intentional,freelancer_or_individual,regulated_corporation,53,2023,5,2.0217450592666797
"[""snapchat""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,3,5.537957874467922
"[""tesla""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,5,5.228972390475821
"[""steven-a.-schwartz"",""peter-loduca""]","7. AI system safety, failures, and limitations",Human,Unintentional,freelancer_or_individual,regulated_corporation,53,2023,5,2.0460063692777357
"[""national-eating-disorders-association"",""cass""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,freelancer_or_individual,101,2023,5,4.454578629872398
"[""national-aid-fund""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,public_agency,101,2019,5,4.84361050004615
"[""opera""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,5,5.358791362346466
"[""wendy's"",""mcdonald's"",""hardee's""]",5. Human-Computer Interaction,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,1,5.202311628313143
"[""tesla""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,3,5.228972390475821
"[""microsoft""]",2. Privacy & Security,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,6,5.6231548999827705
"[""google""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,5,5.358791362346466
"[""google""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,5,5.358791362346466
"[""amazon""]",2. Privacy & Security,Human,Intentional,regulated_corporation,regulated_corporation,364,2018,5,5.6231548999827705
"[""miami-police-department""]",2. Privacy & Security,Human,Intentional,public_agency,unregulated_startup,101,2020,6,4.589541433641435
"[""new-york-city-police-department""]",1. Discrimination and Toxicity,Human,Intentional,public_agency,unregulated_startup,101,2020,8,4.504761472425569
"[""openai""]",5. Human-Computer Interaction,Human,Intentional,regulated_corporation,regulated_corporation,364,2023,6,5.202311628313143
"[""tesla""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,6,5.228972390475821
"[""openai""]",2. Privacy & Security,Human,Intentional,regulated_corporation,regulated_corporation,364,2019,3,5.6231548999827705
"[""openai""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2022,11,5.358791362346466
"[""cruise""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,8,5.228972390475821
"[""gannett""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,unregulated_startup,364,2023,9,0.3575483612357528
"[""unknown-hacker""]",2. Privacy & Security,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2023,8,4.199912210740484
"[""tiktok-user-@e.news.tv"",""tiktok-user-@d.news.tv"",""tiktok-user-@drphilshowtv"",""tiktok-user-@ynewstv2023"",""tiktok-users""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2023,6,3.6804654842072715
"[""replika"",""jaswant-singh-chail""]",5. Human-Computer Interaction,AI,Unintentional,freelancer_or_individual,unregulated_startup,53,2021,12,3.5264740769893206
"[""meta""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,10,5.537957874467922
"[""microsoft""]",2. Privacy & Security,Human,Unintentional,regulated_corporation,regulated_corporation,364,2023,6,5.6231548999827705
"[""unspecified-university""]","7. AI system safety, failures, and limitations",AI,Unintentional,academic_lab,regulated_corporation,32,2023,7,2.217798280669042
"[""go-media""]",3. Misinformation,Human,Intentional,unregulated_startup,regulated_corporation,76,2023,7,1.639046604982801
"[""meta"",""instagram""]",1. Discrimination and Toxicity,Human,Intentional,regulated_corporation,unregulated_startup,364,2023,10,0.5245171426002329
"[""red-ventures"",""bankrate""]",3. Misinformation,Human,Intentional,regulated_corporation,regulated_corporation,364,2023,6,5.358791362346466
"[""individual-developers-or-creators-using-meta's-llama-model""]",1. Discrimination and Toxicity,Human,Intentional,freelancer_or_individual,regulated_corporation,53,2023,6,2.3310746337918915
"[""dall-e""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,7,5.537957874467922
"[""meta""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,6,5.537957874467922
"[""google""]",3. Misinformation,Human,Intentional,regulated_corporation,regulated_corporation,364,2023,6,5.358791362346466
"[""meta"",""instagram""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,6,5.537957874467922
"[""edmodo""]",2. Privacy & Security,Human,Intentional,unregulated_startup,unregulated_startup,76,2023,5,4.164408841230285
"[""many"",""maria-spanadoris"",""adesh-ingale"",""getintoknowledge.com"",""famadillo.com"",""bestbudgetusa.com"",""harmonyhustle.com"",""historyfact.in"",""countylocalnews.com"",""tnewsnetwork.com"",""wavefunction.info"",""celebritiesdeaths.com"",""scoopearth.com"",""filthylucre.com""]",3. Misinformation,Human,Intentional,unregulated_startup,freelancer_or_individual,76,2023,5,4.193294640644457
"[""cigna""]","7. AI system safety, failures, and limitations",AI,Intentional,regulated_corporation,regulated_corporation,364,2023,7,5.228972390475821
"[""playground-ai""]",1. Discrimination and Toxicity,AI,Unintentional,unregulated_startup,unregulated_startup,76,2023,7,4.079971702480274
"[""pak-'n'-save""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,unregulated_startup,364,2023,8,0.3575483612357528
"[""cruise""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,8,5.228972390475821
"[""cruise""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,10,5.228972390475821
"[""state-governments"",""idaho-state-government"",""arkansas-state-government"",""washington-dc-government"",""pennsylvania-state-government"",""iowa-state-government"",""missouri-state-government""]",1. Discrimination and Toxicity,AI,Intentional,public_agency,public_agency,101,2021,7,4.84361050004615
"[""unitedhealthcare""]","7. AI system safety, failures, and limitations",Human,Intentional,regulated_corporation,regulated_corporation,364,2023,2,5.228972390475821
"[""google""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,8,5.358791362346466
"[""various-british-government-offices"",""home-office"",""department-for-work-and-pensions"",""british-government""]",1. Discrimination and Toxicity,Human,Intentional,public_agency,public_agency,101,2021,12,4.84361050004615
"[""microsoft""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,10,5.228972390475821
"[""adobe-stock""]",3. Misinformation,Human,Unintentional,regulated_corporation,open_source_community,364,2023,11,4.733516633133956
"[""james-guthrie""]",3. Misinformation,Human,Unintentional,freelancer_or_individual,regulated_corporation,53,2023,11,2.1649417315096406
"[""zachariah-crabill""]",3. Misinformation,Human,Unintentional,freelancer_or_individual,regulated_corporation,53,2023,6,2.1649417315096406
"[""rite-aid""]",1. Discrimination and Toxicity,Human,Intentional,regulated_corporation,freelancer_or_individual,364,2023,12,4.579527246034626
"[""tesla""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2021,11,5.228972390475821
"[""windows-paint"",""microsoft"",""bing-users"",""bing"",""ai-image-creator""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,11,5.537957874467922
"[""general-motors"",""chevrolet-of-watsonville"",""chatgpt""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,12,5.228972390475821
"[""michael-cohen"",""david-m.-schwartz""]",3. Misinformation,Human,Intentional,freelancer_or_individual,regulated_corporation,53,2023,12,2.1649417315096406
"[""various-people"",""various-organizations""]",2. Privacy & Security,Human,Unintentional,open_source_community,open_source_community,7,2023,12,2.4663001131228
"[""amazon-sellers""]","7. AI system safety, failures, and limitations",Human,Unintentional,unregulated_startup,regulated_corporation,76,2024,1,1.5278915676210554
"[""macy's""]",2. Privacy & Security,AI,Unintentional,regulated_corporation,regulated_corporation,364,2022,1,5.6231548999827705
"[""dpd""]","7. AI system safety, failures, and limitations",AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,1,3.774347910310237
"[""users-in-a-telegram-group"",""users-on-x""]",1. Discrimination and Toxicity,Human,Intentional,freelancer_or_individual,regulated_corporation,53,2024,1,2.3310746337918915
"[""nine-network""]",1. Discrimination and Toxicity,Human,Unintentional,unregulated_startup,regulated_corporation,76,2024,1,1.7956682427651083
"[""variety-of-youtube-content-creators""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2024,1,3.6804654842072715
"[""replika"",""chai"",""romantic-ai"",""eva-ai-chat-bot-and-soulmate"",""crushon.ai"",""genesia-ai-friend-and-partner""]",2. Privacy & Security,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,2,4.164408841230285
"[""chicago-police-department""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,regulated_corporation,101,2024,1,2.6913348121172347
"[""hans-von-ohain""]","7. AI system safety, failures, and limitations",Other,Unintentional,freelancer_or_individual,regulated_corporation,53,2022,5,2.0460063692777357
"[""air-canada""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2022,11,5.228972390475821
"[""waymo""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,12,5.228972390475821
"[""openai""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,2,5.228972390475821
"[""google"",""gemini""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,2,5.537957874467922
"[""waymo""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,2,5.228972390475821
"[""microsoft""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,3,5.537957874467922
"[""openai""]",2. Privacy & Security,Human,Intentional,regulated_corporation,regulated_corporation,364,2024,1,5.6231548999827705
"[""the-arizona-agenda"",""hank-stephenson""]",3. Misinformation,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,3,3.9026285632262434
"[""unit-8200"",""israeli-military-intelligence"",""israeli-government""]",2. Privacy & Security,Human,Intentional,public_agency,regulated_corporation,101,2023,10,3.0708138411819426
"[""washington-state's-lottery""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,public_agency,101,2024,4,4.84361050004615
"[""lincoln-project""]",3. Misinformation,Human,Intentional,unregulated_startup,open_source_community,76,2024,2,4.289796516608509
"[""foodstuffs"",""new-world-westend""]",1. Discrimination and Toxicity,Human,Unintentional,regulated_corporation,unregulated_startup,364,2024,4,0.5245171426002329
"[""dravida-munnetra-kazhagam"",""dmk"",""various-indian-political-parties""]",3. Misinformation,Human,Intentional,public_agency,freelancer_or_individual,101,2024,1,4.583849962897934
"[""unit-8200"",""israel-defense-forces""]","7. AI system safety, failures, and limitations",Human,Intentional,public_agency,public_agency,101,2024,4,4.5356481905260555
"[""chatgpt""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.228972390475821
"[""ron-desantis's-presidential-campaign"",""never-back-down""]",3. Misinformation,Human,Intentional,unregulated_startup,freelancer_or_individual,76,2023,7,4.193294640644457
"[""google"",""google-books""]",3. Misinformation,Human,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.358791362346466
"[""who"",""s.a.r.a.h.-(smart-ai-resource-assistant-for-health)""]","7. AI system safety, failures, and limitations",AI,Unintentional,unregulated_startup,open_source_community,76,2024,4,4.16087218965069
"[""meta""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.537957874467922
"[""sky-voice-assistant"",""sam-altman"",""openai""]",5. Human-Computer Interaction,Human,Intentional,unregulated_startup,regulated_corporation,76,2024,5,1.5053261323134237
"[""home-bargains""]",1. Discrimination and Toxicity,AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,5,4.079971702480274
"[""metropolitan-police-service""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,public_agency,101,2024,2,4.84361050004615
"[""google""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,5,5.358791362346466
"[""republican-national-committee-(rnc)""]",3. Misinformation,Human,Intentional,public_agency,freelancer_or_individual,101,2023,4,4.583849962897934
"[""meta"",""facebook""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,2,5.228972390475821
"[""unknown-deepfake-creator""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2023,6,3.9380146719268847
"[""c3pmeme""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2023,9,3.9380146719268847
"[""department-of-veterans-affairs-(va)""]",1. Discrimination and Toxicity,Human,Unintentional,public_agency,public_agency,101,2024,5,4.84361050004615
"[""meta""]",5. Human-Computer Interaction,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,5,5.202311628313143
"[""unknown-deepfake-creators""]",3. Misinformation,AI,Intentional,freelancer_or_individual,freelancer_or_individual,53,2024,1,3.9380146719268847
"[""unnamed-tesla-driver""]","7. AI system safety, failures, and limitations",AI,Unintentional,freelancer_or_individual,regulated_corporation,53,2024,6,2.0460063692777357
"[""judiciary-of-italy""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,unregulated_startup,101,2024,5,4.197622770164779
"[""unnamed-manchester-litigant""]",3. Misinformation,AI,Unintentional,freelancer_or_individual,regulated_corporation,53,2023,5,2.1649417315096406
"[""meta""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.228972390475821
"[""tesla"",""tesla-drivers""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.228972390475821
"[""meta""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.358791362346466
"[""jack-posobiec"",""@thepatriotoasis""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2023,2,3.9380146719268847
"[""new-york-city-government"",""eric-adams-administration""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,regulated_corporation,101,2024,3,2.6913348121172347
"[""brookdale-senior-living""]","7. AI system safety, failures, and limitations",AI,Intentional,regulated_corporation,regulated_corporation,364,2021,4,5.228972390475821
"[""x-(twitter)""]",3. Misinformation,AI,Unintentional,regulated_corporation,freelancer_or_individual,364,2024,4,4.401250136854233
"[""catholic-answers""]",5. Human-Computer Interaction,AI,Unintentional,unregulated_startup,open_source_community,76,2024,4,4.134409870051152
"[""meta"",""instagram""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,5,5.537957874467922
"[""fake-publications"",""auricle-global-society-of-education-and-research"",""addleton-academic-publishers""]",3. Misinformation,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,6,3.9026285632262434
"[""cruise""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,10,5.228972390475821
"[""openai"",""gpt-4o""]","7. AI system safety, failures, and limitations",Human,Unintentional,regulated_corporation,regulated_corporation,364,2024,5,5.228972390475821
"[""bharatiya-janata-party-(bjp)"",""indian-national-congress-(inc)"",""prem-singh-tamang"",""y.-s.-jagan-mohan-reddy"",""ram-chandra-choudhary""]",5. Human-Computer Interaction,Human,Intentional,public_agency,unregulated_startup,101,2024,4,4.171149541837359
"[""openai"",""whisper"",""companies-using-whisper"",""organizations-integrating-whisper-into-customer-service-systems""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,2,5.228972390475821
"[""department-for-work-and-pensions-(dwp)""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,public_agency,101,2024,6,4.84361050004615
"[""department-for-work-and-pensions-(dwp)""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,public_agency,101,2024,7,4.84361050004615
"[""x-(twitter)"",""elon-musk""]",3. Misinformation,AI,Unintentional,freelancer_or_individual,open_source_community,53,2024,7,4.025291428589767
"[""cios"",""enterprise-teams"",""companies-in-general""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.228972390475821
"[""figma""]","7. AI system safety, failures, and limitations",AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,7,3.774347910310237
"[""volkswagen-group-of-america""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,5,5.228972390475821
"[""spanish-law-enforcement-agencies"",""spanish-interior-ministry""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,public_agency,101,2024,7,4.5356481905260555
"[""paypal""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.228972390475821
"[""hoodline""]",3. Misinformation,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,5,3.9026285632262434
"[""openai""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,7,5.358791362346466
"[""obitsupdate"",""bnn"",""the-thaiger"",""fresherslive""]",3. Misinformation,AI,Intentional,unregulated_startup,freelancer_or_individual,76,2024,7,4.193294640644457
"[""bnn-breaking""]",3. Misinformation,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,6,3.9026285632262434
"[""verite-cachee-france"",""russian-linked-disinformation-network"",""pro-russian-influencers""]",3. Misinformation,Human,Intentional,unregulated_startup,freelancer_or_individual,76,2024,7,4.193294640644457
"[""openai""]",2. Privacy & Security,Human,Unintentional,regulated_corporation,regulated_corporation,364,2024,7,5.6231548999827705
"[""meta-platforms"",""instagram"",""facebook""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2023,9,5.228972390475821
"[""xai"",""x-(twitter)""]",3. Misinformation,AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,7,3.9026285632262434
"[""xai""]",1. Discrimination and Toxicity,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,8,4.079971702480274
"[""xai""]",3. Misinformation,AI,Unintentional,unregulated_startup,open_source_community,76,2024,8,4.289796516608509
"[""aaron-pelczar""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2024,6,3.6804654842072715
"[""samsung-engineers""]",2. Privacy & Security,Human,Unintentional,regulated_corporation,regulated_corporation,364,2023,3,5.6231548999827705
"[""microsoft"",""microsoft-copilot""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,8,5.358791362346466
"[""charlotte-ingham"",""western-australia-department-of-justice""]",2. Privacy & Security,AI,Unintentional,freelancer_or_individual,regulated_corporation,53,2024,8,2.410796474580196
"[""xai"",""x-(twitter)"",""elon-musk""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2024,9,3.6804654842072715
"[""lionsgate"",""eddie-egan""]",3. Misinformation,Human,Intentional,regulated_corporation,freelancer_or_individual,364,2024,8,4.401250136854233
"[""alexa-device-owners""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,9,5.358791362346466
"[""clearview-ai""]",2. Privacy & Security,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,9,4.164408841230285
"[""espn"",""espn-generative-ai-services""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,9,5.228972390475821
"[""meta-platforms"",""instagram""]",1. Discrimination and Toxicity,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.537957874467922
"[""meta"",""facebook""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.228972390475821
"[""tiktok""]",1. Discrimination and Toxicity,Human,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.537957874467922
"[""google"",""ai-overview""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,9,5.228972390475821
"[""waymo""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,8,5.228972390475821
"[""meta"",""facebook""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,6,5.228972390475821
"[""unknown-deepfake-detection-technology-developers"",""true-media"",""reality-defender""]",3. Misinformation,Human,Intentional,unregulated_startup,unregulated_startup,76,2024,9,3.9026285632262434
"[""meta"",""facebook""]",3. Misinformation,AI,Intentional,regulated_corporation,regulated_corporation,364,2024,5,5.358791362346466
"[""true-crime-case-files-youtube-channel""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2024,7,3.9380146719268847
"[""department-of-families-fairness-and-housing"",""government-of-victoria"",""employee-of-department-of-families-fairness-and-housing""]",2. Privacy & Security,Human,Intentional,public_agency,regulated_corporation,101,2024,9,3.0708138411819426
"[""nevada-department-of-education""]",1. Discrimination and Toxicity,AI,Unintentional,public_agency,unregulated_startup,101,2024,10,4.504761472425569
"[""unknown-deepfake-creators""]",1. Discrimination and Toxicity,AI,Unintentional,freelancer_or_individual,freelancer_or_individual,53,2024,4,4.115440548748267
"[""unknown-ai-developers""]",1. Discrimination and Toxicity,AI,Unintentional,open_source_community,freelancer_or_individual,7,2024,7,2.315803758352656
"[""alex-bilzerian"",""unnamed-venture-capital-investors"",""employees"",""employers"",""companies"",""organizations""]",2. Privacy & Security,AI,Unintentional,freelancer_or_individual,regulated_corporation,53,2024,10,2.410796474580196
"[""starship-technologies""]","7. AI system safety, failures, and limitations",AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,9,3.774347910310237
"[""character.ai""]",5. Human-Computer Interaction,Human,Unintentional,unregulated_startup,unregulated_startup,76,2024,10,3.748028230934884
"[""police-departments"",""evansville-pd"",""pflugerville-pd"",""jefferson-parish-sheriff's-office"",""miami-pd"",""west-new-york-pd"",""nypd"",""coral-springs-pd"",""arvada-pd""]","7. AI system safety, failures, and limitations",Human,Intentional,public_agency,unregulated_startup,101,2024,10,4.197622770164779
"[""west-new-york-pd"",""nypd"",""real-time-crime-center""]","7. AI system safety, failures, and limitations",Human,Unintentional,public_agency,unregulated_startup,101,2019,11,4.197622770164779
"[""unknown-deepfake-creators"",""partisan-social-media-influencers""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2024,9,3.9380146719268847
"[""unknown-conference-employee""]",1. Discrimination and Toxicity,AI,Unintentional,freelancer_or_individual,freelancer_or_individual,53,2024,10,4.115440548748267
"[""baidu""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,7,5.228972390475821
"[""caisse-nationale-des-allocations-familiales-(cnaf)""]",1. Discrimination and Toxicity,AI,Intentional,public_agency,public_agency,101,2024,10,4.84361050004615
"[""global-intelligence"",""cybercheck""]","7. AI system safety, failures, and limitations",Human,Intentional,regulated_corporation,unregulated_startup,364,2024,5,0.3575483612357528
"[""hoodline-san-jose""]",3. Misinformation,AI,Unintentional,unregulated_startup,unregulated_startup,76,2024,10,3.9026285632262434
"[""sewell-setzer-iii""]",5. Human-Computer Interaction,AI,Unintentional,freelancer_or_individual,unregulated_startup,53,2024,2,3.5264740769893206
"[""openai""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,10,5.228972390475821
"[""government-of-argentina"",""government-of-buenos-aires"",""argentinean-ministry-of-security""]",2. Privacy & Security,AI,Unintentional,public_agency,public_agency,101,2024,2,4.928576575626765
"[""zara"",""pemex"",""lvmh"",""capita"",""companies-using-ai-based-accessibility-tools""]","7. AI system safety, failures, and limitations",AI,Unintentional,regulated_corporation,unregulated_startup,364,2024,4,0.3575483612357528
"[""new-york-city-government""]","7. AI system safety, failures, and limitations",AI,Unintentional,public_agency,unregulated_startup,101,2024,10,4.197622770164779
"[""yang-moumou"",""tian-mou"",""lou-moumou""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2024,8,3.6804654842072715
"[""zhu-mou"",""zhou-moumou"",""zhang-moumou"",""yang-moumou"",""wang-mou"",""shang-moumou"",""luo-moumou"",""liu-mou"",""ji-moumou"",""chen-mou""]",3. Misinformation,Human,Intentional,freelancer_or_individual,unregulated_startup,53,2024,7,3.6804654842072715
"[""anonymous-x-user"",""james-woods""]",3. Misinformation,Human,Intentional,freelancer_or_individual,freelancer_or_individual,53,2024,11,3.9380146719268847
"[""microsoft-copilot"",""microsoft""]",3. Misinformation,AI,Unintentional,regulated_corporation,regulated_corporation,364,2024,4,5.358791362346466
"[""ecovacs-deebot-x2"",""ecovacs""]",2. Privacy & Security,Human,Intentional,regulated_corporation,regulated_corporation,364,2024,5,5.6231548999827705
"[""hingham-high-school-students"",""hingham-high-school-student-rnh""]",5. Human-Computer Interaction,Human,Intentional,academic_lab,regulated_corporation,32,2024,11,2.193142240551913
